year,round,type,institute,program,quota,category,gender,orank,crank,hist_crank_mean,hist_crank_min,hist_crank_max,hist_crank_count
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,56242,81305,81305.0,81305.0,81305.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,57261,66839,66839.0,66839.0,66839.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,17053,20551,20551.0,20551.0,20551.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only,24781,24781,24781.0,24781.0,24781.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,70092,127839,127839.0,127839.0,127839.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,68024,68024,68024.0,68024.0,68024.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,12753,13935,13935.0,13935.0,13935.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only,13043,13043,13043.0,13043.0,13043.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,42005,43084,43084.0,43084.0,43084.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,49060,49931,49931.0,49931.0,49931.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1414,1414,1414.0,1414.0,1414.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7406,7517,7517.0,7517.0,7517.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only,8310,8310,8310.0,8310.0,8310.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11252,14504,14504.0,14504.0,14504.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only,13601,13601,13601.0,13601.0,13601.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7054,8781,8781.0,8781.0,8781.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only,9235,9235,9235.0,9235.0,9235.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2450,2870,2870.0,2870.0,2870.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,39307,62031,62031.0,62031.0,62031.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,42971,50882,50882.0,50882.0,50882.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10660,13730,13730.0,13730.0,13730.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only,14286,14286,14286.0,14286.0,14286.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,27375,68643,68643.0,68643.0,68643.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,29241,29409,29409.0,29409.0,29409.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6339,11861,11861.0,11861.0,11861.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only,12175,12175,12175.0,12175.0,12175.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,29014,34825,34825.0,34825.0,34825.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,30611,41918,41918.0,41918.0,41918.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1964,1964,1964.0,1964.0,1964.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6168,6413,6413.0,6413.0,6413.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only,7687,7687,7687.0,7687.0,7687.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9835,12819,12819.0,12819.0,12819.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only,15327,17389,17389.0,17389.0,17389.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5550,7164,7164.0,7164.0,7164.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only,9345,9345,9345.0,9345.0,9345.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1407,1884,1884.0,1884.0,1884.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only,3063,3063,3063.0,3063.0,3063.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,26254,55528,55528.0,55528.0,55528.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,50367,56702,56702.0,56702.0,56702.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2185,2185,2185.0,2185.0,2185.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11791,13430,13430.0,13430.0,13430.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only,9885,9885,9885.0,9885.0,9885.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,27150,49554,49554.0,49554.0,49554.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,34584,67114,67114.0,67114.0,67114.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6508,9160,9160.0,9160.0,9160.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only,9828,9828,9828.0,9828.0,9828.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22867,34831,34831.0,34831.0,34831.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,40892,47311,47311.0,47311.0,47311.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5784,5902,5902.0,5902.0,5902.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only,8246,8246,8246.0,8246.0,8246.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,246,246,246.0,246.0,246.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9469,10948,10948.0,10948.0,10948.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only,17758,18773,18773.0,18773.0,18773.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,916,916,916.0,916.0,916.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3279,4762,4762.0,4762.0,4762.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only,8775,8775,8775.0,8775.0,8775.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,910,930,930.0,930.0,930.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only,694,694,694.0,694.0,694.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,6183,10635,10635.0,10635.0,10635.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,10589,15820,15820.0,15820.0,15820.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,354,354,354.0,354.0,354.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1652,3066,3066.0,3066.0,3066.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only,4015,4015,4015.0,4015.0,4015.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2745,11292,11292.0,11292.0,11292.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,11888,18488,18488.0,18488.0,18488.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,1333,1333,1333.0,1333.0,1333.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1078,3621,3621.0,3621.0,3621.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only,3188,3600,3600.0,3600.0,3600.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,119,119,119.0,119.0,119.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2761,27269,27269.0,27269.0,27269.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only,16777,16777,16777.0,16777.0,16777.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6140,8053,8053.0,8053.0,8053.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,9800,14424,14424.0,14424.0,14424.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,317,317,317.0,317.0,317.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1235,1369,1369.0,1369.0,1369.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only,2464,3063,3063.0,3063.0,3063.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2551,3014,3014.0,3014.0,3014.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only,4719,7840,7840.0,7840.0,7840.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,289,289,289.0,289.0,289.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1197,1767,1767.0,1767.0,1767.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only,3053,3232,3232.0,3232.0,3232.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,435,883,883.0,883.0,883.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only,1579,1579,1579.0,1579.0,1579.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,22935,31928,31928.0,31928.0,31928.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,30000,34281,34281.0,34281.0,34281.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1308,1308,1308.0,1308.0,1308.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5422,5506,5506.0,5506.0,5506.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only,6799,6799,6799.0,6799.0,6799.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,27119,33159,33159.0,33159.0,33159.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,32145,32145,32145.0,32145.0,32145.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5495,6485,6485.0,6485.0,6485.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only,11083,11083,11083.0,11083.0,11083.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1434,1434,1434.0,1434.0,1434.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,17285,19600,19600.0,19600.0,19600.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,28318,28968,28968.0,28968.0,28968.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only,1500,1500,1500.0,1500.0,1500.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3183,3398,3398.0,3398.0,3398.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only,5708,5708,5708.0,5708.0,5708.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5240,6107,6107.0,6107.0,6107.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only,13353,13353,13353.0,13353.0,13353.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,427,427,427.0,427.0,427.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3178,3914,3914.0,3914.0,3914.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only,7178,7178,7178.0,7178.0,7178.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,382,1447,1447.0,1447.0,1447.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13708,20214,20214.0,20214.0,20214.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,24105,29045,29045.0,29045.0,29045.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,765,765,765.0,765.0,765.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4208,5367,5367.0,5367.0,5367.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only,6641,6641,6641.0,6641.0,6641.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11408,26314,26314.0,26314.0,26314.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,20774,26365,26365.0,26365.0,26365.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4265,5451,5451.0,5451.0,5451.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only,6732,7070,7070.0,7070.0,7070.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7660,7660,7660.0,7660.0,7660.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,10440,13735,13735.0,13735.0,13735.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,18302,21875,21875.0,21875.0,21875.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,581,581,581.0,581.0,581.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only,1049,1049,1049.0,1049.0,1049.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2207,2359,2359.0,2359.0,2359.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only,4854,4854,4854.0,4854.0,4854.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3872,4547,4547.0,4547.0,4547.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only,9733,10611,10611.0,10611.0,10611.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2418,3029,3029.0,3029.0,3029.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only,6163,6217,6217.0,6217.0,6217.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1276,1556,1556.0,1556.0,1556.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only,1972,1972,1972.0,1972.0,1972.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,59549,78042,78042.0,78042.0,78042.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only,62383,73305,73305.0,73305.0,73305.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12906,14893,14893.0,14893.0,14893.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only,22653,22653,22653.0,22653.0,22653.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,62922,159345,159345.0,159345.0,159345.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only,86790,88389,88389.0,88389.0,88389.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,10741,14247,14247.0,14247.0,14247.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only,16205,16205,16205.0,16205.0,16205.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,28776,43297,43297.0,43297.0,43297.0,0
2020,6,NIT,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only,44562,50429,50429.0,50429.0,50429.0,0
